Date,Open,High,Low,Close*,Adj Close**,Volume
"May 26, 2020","24,781.84","25,176.42","24,781.84","24,995.11","24,995.11","42,43,80,000"
"May 22, 2020","24,461.98","24,481.64","24,294.07","24,465.16","24,465.16","25,56,60,000"
"May 21, 2020","24,564.27","24,718.46","24,370.88","24,474.12","24,474.12","34,67,70,000"
"May 20, 2020","24,455.94","24,649.48","24,455.94","24,575.90","24,575.90","36,65,10,000"
"May 19, 2020","24,577.48","24,599.50","24,202.96","24,206.86","24,206.86","37,41,00,000"
"May 18, 2020","24,059.98","24,708.54","24,059.98","24,597.37","24,597.37","48,41,90,000"
"May 15, 2020","23,454.83","23,730.08","23,354.15","23,685.42","23,685.42","49,15,10,000"
"May 14, 2020","23,049.06","23,630.86","22,789.62","23,625.34","23,625.34","47,27,00,000"
"May 13, 2020","23,702.16","23,708.90","23,067.64","23,247.97","23,247.97","46,99,50,000"
"May 12, 2020","24,292.84","24,382.09","23,761.58","23,764.78","23,764.78","35,94,80,000"
"May 11, 2020","24,256.45","24,366.21","24,070.22","24,221.99","24,221.99","35,24,00,000"
"May 08, 2020","24,107.82","24,349.90","24,107.05","24,331.32","24,331.32","33,57,60,000"
"May 07, 2020","23,837.21","24,094.62","23,834.39","23,875.89","23,875.89","36,98,90,000"
"May 06, 2020","23,978.88","24,054.59","23,661.14","23,664.64","23,664.64","37,74,50,000"
"May 05, 2020","23,958.88","24,169.72","23,868.91","23,883.09","23,883.09","36,97,10,000"
"May 04, 2020","23,581.55","23,769.56","23,361.16","23,749.76","23,749.76","35,53,60,000"
"May 01, 2020","24,120.78","24,120.78","23,645.30","23,723.69","23,723.69","41,81,60,000"
"Apr 30, 2020","24,585.57","24,585.57","24,186.90","24,345.72","24,345.72","48,78,40,000"
"Apr 29, 2020","24,490.37","24,764.77","24,453.99","24,633.86","24,633.86","45,52,90,000"
"Apr 28, 2020","24,357.17","24,512.24","24,031.20","24,101.55","24,101.55","40,02,50,000"
"Apr 27, 2020","23,866.15","24,207.65","23,840.61","24,133.78","24,133.78","38,93,90,000"
"Apr 24, 2020","23,628.24","23,826.00","23,417.68","23,775.27","23,775.27","37,60,20,000"
"Apr 23, 2020","23,543.09","23,885.36","23,483.35","23,515.26","23,515.26","38,92,90,000"
"Apr 22, 2020","23,437.34","23,613.10","23,339.60","23,475.82","23,475.82","35,28,80,000"
"Apr 21, 2020","23,365.25","23,365.25","22,941.88","23,018.88","23,018.88","48,51,40,000"
"Apr 20, 2020","24,095.10","24,108.69","23,627.19","23,650.44","23,650.44","42,34,10,000"
"Apr 17, 2020","23,817.15","24,264.21","23,817.15","24,242.49","24,242.49","52,59,50,000"
"Apr 16, 2020","23,543.66","23,598.08","23,211.38","23,537.68","23,537.68","47,10,50,000"
"Apr 15, 2020","23,600.72","23,649.72","23,233.32","23,504.35","23,504.35","43,76,30,000"
"Apr 14, 2020","23,690.57","24,040.58","23,683.44","23,949.76","23,949.76","48,59,10,000"
"Apr 13, 2020","23,698.93","23,698.93","23,095.35","23,390.77","23,390.77","39,43,20,000"
"Apr 09, 2020","23,690.66","24,008.99","23,504.09","23,719.37","23,719.37","56,64,00,000"
"Apr 08, 2020","22,893.47","23,513.40","22,682.99","23,433.57","23,433.57","47,27,40,000"
"Apr 07, 2020","23,537.44","23,617.24","22,634.45","22,653.86","22,653.86","59,46,60,000"
"Apr 06, 2020","21,693.63","22,783.45","21,693.63","22,679.99","22,679.99","61,07,60,000"
"Apr 03, 2020","21,285.93","21,447.81","20,863.09","21,052.53","21,052.53","45,00,10,000"
"Apr 02, 2020","20,819.46","21,477.77","20,735.02","21,413.44","21,413.44","52,95,40,000"
"Apr 01, 2020","21,227.38","21,487.24","20,784.43","20,943.51","20,943.51","50,66,80,000"
"Mar 31, 2020","22,208.42","22,480.37","21,852.08","21,917.16","21,917.16","57,12,10,000"
"Mar 30, 2020","21,678.22","22,378.09","21,522.08","22,327.48","22,327.48","54,55,40,000"
"Mar 27, 2020","21,898.47","22,327.57","21,469.27","21,636.78","21,636.78","58,88,30,000"
"Mar 26, 2020","21,468.38","22,595.06","21,427.10","22,552.17","22,552.17","70,51,80,000"
"Mar 25, 2020","21,050.34","22,019.93","20,538.34","21,200.55","21,200.55","79,63,20,000"
"Mar 24, 2020","19,722.19","20,737.70","19,649.25","20,704.91","20,704.91","79,93,40,000"
"Mar 23, 2020","19,028.36","19,121.01","18,213.65","18,591.93","18,591.93","78,79,70,000"
"Mar 20, 2020","20,253.15","20,531.26","19,094.27","19,173.98","19,173.98","87,22,90,000"
"Mar 19, 2020","19,830.01","20,442.63","19,177.13","20,087.19","20,087.19","78,03,00,000"
"Mar 18, 2020","20,188.69","20,489.33","18,917.46","19,898.92","19,898.92","87,13,60,000"
"Mar 17, 2020","20,487.05","21,379.35","19,882.26","21,237.38","21,237.38","79,30,60,000"
"Mar 16, 2020","20,917.53","21,768.28","20,116.46","20,188.52","20,188.52","77,01,30,000"
"Mar 13, 2020","21,973.82","23,189.76","21,285.37","23,185.62","23,185.62","84,30,80,000"
"Mar 12, 2020","22,184.71","22,837.95","21,154.46","21,200.62","21,200.62","90,82,60,000"
"Mar 11, 2020","24,604.63","24,604.63","23,328.32","23,553.22","23,553.22","66,39,60,000"
"Mar 10, 2020","24,453.00","25,020.99","23,690.34","25,018.16","25,018.16","65,48,60,000"
"Mar 09, 2020","24,992.36","24,992.36","23,706.07","23,851.02","23,851.02","75,04,30,000"
"Mar 06, 2020","25,457.21","25,994.38","25,226.62","25,864.78","25,864.78","59,97,80,000"
"Mar 05, 2020","26,671.92","26,671.92","25,943.33","26,121.28","26,121.28","47,73,70,000"
"Mar 04, 2020","26,383.68","27,102.34","26,286.31","27,090.86","27,090.86","45,75,90,000"
"Mar 03, 2020","26,762.47","27,084.59","25,706.28","25,917.41","25,917.41","64,70,80,000"
"Mar 02, 2020","25,590.51","26,706.17","25,391.96","26,703.32","26,703.32","63,72,00,000"
"Feb 28, 2020","25,270.83","25,494.24","24,681.01","25,409.36","25,409.36","91,59,90,000"
"Feb 27, 2020","26,526.00","26,775.31","25,752.82","25,766.64","25,766.64","66,49,80,000"
"Feb 26, 2020","27,159.46","27,542.78","26,890.97","26,957.59","26,957.59","47,24,50,000"
"Feb 25, 2020","28,037.65","28,149.20","26,997.62","27,081.36","27,081.36","51,32,70,000"
"Feb 24, 2020","28,402.93","28,402.93","27,912.44","27,960.80","27,960.80","45,25,80,000"
"Feb 21, 2020","29,146.53","29,146.53","28,892.70","28,992.41","28,992.41","31,12,10,000"
"Feb 20, 2020","29,296.25","29,368.45","28,959.65","29,219.98","29,219.98","28,77,80,000"
"Feb 19, 2020","29,312.70","29,409.09","29,274.38","29,348.03","29,348.03","24,06,40,000"
"Feb 18, 2020","29,282.78","29,330.16","29,116.81","29,232.19","29,232.19","25,66,00,000"
"Feb 14, 2020","29,440.47","29,463.04","29,283.18","29,398.08","29,398.08","23,10,00,000"
"Feb 13, 2020","29,436.03","29,535.40","29,345.93","29,423.31","29,423.31","29,11,50,000"
"Feb 12, 2020","29,406.75","29,568.57","29,406.75","29,551.42","29,551.42","30,95,30,000"
"Feb 11, 2020","29,390.71","29,415.39","29,210.47","29,276.34","29,276.34","27,95,40,000"
"Feb 10, 2020","28,995.66","29,278.07","28,995.66","29,276.82","29,276.82","25,05,10,000"
"Feb 07, 2020","29,286.92","29,286.92","29,056.98","29,102.51","29,102.51","25,28,60,000"
"Feb 06, 2020","29,388.58","29,408.05","29,246.93","29,379.77","29,379.77","26,37,00,000"
"Feb 05, 2020","29,048.73","29,308.89","29,000.85","29,290.85","29,290.85","35,75,40,000"
"Feb 04, 2020","28,696.74","28,904.88","28,696.74","28,807.63","28,807.63","33,27,50,000"
"Feb 03, 2020","28,319.65","28,630.39","28,319.65","28,399.81","28,399.81","30,79,10,000"
"Jan 31, 2020","28,813.04","28,813.04","28,169.53","28,256.03","28,256.03","40,38,90,000"
"Jan 30, 2020","28,640.16","28,879.71","28,489.76","28,859.44","28,859.44","32,68,50,000"
"Jan 29, 2020","28,820.53","28,944.24","28,728.19","28,734.45","28,734.45","30,22,90,000"
"Jan 28, 2020","28,594.28","28,823.23","28,575.75","28,722.85","28,722.85","33,01,40,000"
"Jan 27, 2020","28,542.49","28,671.79","28,440.47","28,535.80","28,535.80","33,72,70,000"
"Jan 24, 2020","29,230.39","29,288.79","28,843.31","28,989.73","28,989.73","38,00,10,000"
"Jan 23, 2020","29,111.02","29,190.47","28,966.98","29,160.09","29,160.09","30,70,60,000"
"Jan 22, 2020","29,263.63","29,320.20","29,172.26","29,186.27","29,186.27","28,34,40,000"
"Jan 21, 2020","29,269.05","29,341.21","29,146.47","29,196.04","29,196.04","32,06,40,000"
"Jan 17, 2020","29,313.31","29,373.62","29,289.91","29,348.10","29,348.10","32,18,20,000"
"Jan 16, 2020","29,131.95","29,300.32","29,131.95","29,297.64","29,297.64","25,21,10,000"
"Jan 15, 2020","28,901.80","29,127.59","28,897.35","29,030.22","29,030.22","26,02,70,000"
"Jan 14, 2020","28,895.50","29,054.16","28,872.27","28,939.67","28,939.67","28,74,40,000"
"Jan 13, 2020","28,869.01","28,909.91","28,819.43","28,907.05","28,907.05","24,98,30,000"
"Jan 10, 2020","28,977.52","29,009.07","28,789.10","28,823.77","28,823.77","23,78,30,000"
"Jan 09, 2020","28,851.97","28,988.01","28,844.31","28,956.90","28,956.90","27,50,60,000"
"Jan 08, 2020","28,556.14","28,866.18","28,522.51","28,745.09","28,745.09","29,17,50,000"
"Jan 07, 2020","28,639.18","28,685.50","28,565.28","28,583.68","28,583.68","25,89,00,000"
"Jan 06, 2020","28,465.50","28,708.02","28,418.63","28,703.38","28,703.38","25,27,60,000"
"Jan 03, 2020","28,553.33","28,716.31","28,500.36","28,634.88","28,634.88","23,95,90,000"
"Jan 02, 2020","28,638.97","28,872.80","28,627.77","28,868.80","28,868.80","25,18,20,000"
"Dec 31, 2019","28,414.64","28,547.35","28,376.49","28,538.44","28,538.44","19,33,40,000"
"Dec 30, 2019","28,654.76","28,664.69","28,428.98","28,462.14","28,462.14","18,16,00,000"
"Dec 27, 2019","28,675.34","28,701.66","28,608.98","28,645.26","28,645.26","18,22,80,000"
"Dec 26, 2019","28,539.46","28,624.10","28,535.15","28,621.39","28,621.39","15,59,70,000"
"Dec 24, 2019","28,572.57","28,576.80","28,503.21","28,515.45","28,515.45","8,61,50,000"
"Dec 23, 2019","28,491.78","28,582.49","28,491.78","28,551.53","28,551.53","22,35,30,000"
"Dec 20, 2019","28,608.64","28,608.64","28,445.60","28,455.09","28,455.09","60,37,80,000"
"Dec 19, 2019","28,278.31","28,381.48","28,278.24","28,376.96","28,376.96","26,25,70,000"
"Dec 18, 2019","28,291.44","28,323.25","28,239.28","28,239.28","28,239.28","28,98,90,000"
"Dec 17, 2019","28,221.75","28,328.63","28,220.56","28,267.16","28,267.16","28,67,70,000"
"Dec 16, 2019","28,191.67","28,337.49","28,191.67","28,235.89","28,235.89","28,67,70,000"
"Dec 13, 2019","28,123.64","28,290.73","28,028.32","28,135.38","28,135.38","25,06,60,000"
"Dec 12, 2019","27,898.34","28,224.95","27,859.87","28,132.05","28,132.05","27,77,40,000"
"Dec 11, 2019","27,867.31","27,925.50","27,801.80","27,911.30","27,911.30","21,35,10,000"
"Dec 10, 2019","27,900.65","27,949.02","27,804.00","27,881.72","27,881.72","21,32,50,000"
"Dec 09, 2019","27,987.05","28,010.42","27,906.14","27,909.60","27,909.60","21,70,00,000"
"Dec 06, 2019","27,839.68","28,035.85","27,839.68","28,015.06","28,015.06","22,33,10,000"
"Dec 05, 2019","27,736.05","27,745.20","27,562.80","27,677.79","27,677.79","20,86,00,000"
"Dec 04, 2019","27,634.63","27,727.45","27,612.08","27,649.78","27,649.78","21,82,00,000"
"Dec 03, 2019","27,501.98","27,524.74","27,325.13","27,502.81","27,502.81","27,53,50,000"
"Dec 02, 2019","28,109.74","28,109.84","27,782.35","27,783.04","27,783.04","23,66,10,000"
"Nov 29, 2019","28,103.16","28,119.51","28,042.53","28,051.41","28,051.41","12,06,30,000"
"Nov 27, 2019","28,156.47","28,174.97","28,075.23","28,164.00","28,164.00","19,82,10,000"
"Nov 26, 2019","28,080.75","28,146.02","28,042.21","28,121.68","28,121.68","32,40,50,000"
"Nov 25, 2019","27,917.77","28,068.69","27,917.77","28,066.47","28,066.47","24,84,20,000"
"Nov 22, 2019","27,831.23","27,898.46","27,773.98","27,875.62","27,875.62","21,47,80,000"
"Nov 21, 2019","27,820.28","27,828.33","27,708.34","27,766.29","27,766.29","23,20,20,000"
"Nov 20, 2019","27,879.55","27,897.28","27,675.28","27,821.09","27,821.09","25,81,40,000"
"Nov 19, 2019","28,079.76","28,090.21","27,894.52","27,934.02","27,934.02","24,58,90,000"
"Nov 18, 2019","27,993.22","28,040.97","27,969.24","28,036.22","28,036.22","25,23,20,000"
"Nov 15, 2019","27,843.54","28,004.89","27,843.54","28,004.89","28,004.89","28,37,20,000"
"Nov 14, 2019","27,757.20","27,800.71","27,676.97","27,781.96","27,781.96","30,39,70,000"
"Nov 13, 2019","27,622.04","27,806.40","27,587.20","27,783.59","27,783.59","27,83,90,000"
"Nov 12, 2019","27,701.59","27,770.86","27,635.32","27,691.49","27,691.49","21,36,70,000"
"Nov 11, 2019","27,580.66","27,714.39","27,517.67","27,691.49","27,691.49","20,23,50,000"
"Nov 08, 2019","27,686.20","27,694.95","27,578.97","27,681.24","27,681.24","22,14,40,000"
"Nov 07, 2019","27,590.16","27,774.67","27,590.16","27,674.80","27,674.80","25,90,20,000"
"Nov 06, 2019","27,502.74","27,526.05","27,407.81","27,492.56","27,492.56","23,79,10,000"
"Nov 05, 2019","27,500.23","27,560.36","27,453.55","27,492.63","27,492.63","28,63,50,000"
"Nov 04, 2019","27,402.06","27,517.58","27,402.06","27,462.11","27,462.11","27,30,30,000"
"Nov 01, 2019","27,142.95","27,347.43","27,142.95","27,347.36","27,347.36","27,08,70,000"
"Oct 31, 2019","27,188.37","27,188.37","26,918.29","27,046.23","27,046.23","27,38,30,000"
"Oct 30, 2019","27,110.71","27,204.36","26,999.64","27,186.69","27,186.69","23,17,50,000"
"Oct 29, 2019","27,061.07","27,165.94","27,039.76","27,071.46","27,071.46","26,96,10,000"
"Oct 28, 2019","27,040.33","27,167.88","27,028.71","27,090.72","27,090.72","29,07,70,000"
"Oct 25, 2019","26,789.61","27,015.37","26,765.68","26,958.06","26,958.06","27,46,10,000"
"Oct 24, 2019","26,893.93","26,931.78","26,714.34","26,805.53","26,805.53","25,35,90,000"
"Oct 23, 2019","26,835.24","26,896.89","26,745.00","26,833.95","26,833.95","24,76,80,000"
"Oct 22, 2019","26,850.43","26,946.64","26,782.61","26,788.10","26,788.10","26,55,10,000"
"Oct 21, 2019","26,852.67","26,852.67","26,747.62","26,827.64","26,827.64","24,10,30,000"
"Oct 18, 2019","27,004.49","27,018.25","26,770.13","26,770.20","26,770.20","28,89,70,000"
"Oct 17, 2019","27,032.38","27,112.16","26,970.29","27,025.88","27,025.88","22,25,40,000"
"Oct 16, 2019","26,972.31","27,058.34","26,943.29","27,001.98","27,001.98","21,46,60,000"
"Oct 15, 2019","26,811.20","27,120.11","26,811.20","27,024.80","27,024.80","24,55,10,000"
"Oct 14, 2019","26,766.43","26,874.33","26,749.18","26,787.36","26,787.36","17,86,20,000"
"Oct 11, 2019","26,694.20","27,013.97","26,694.20","26,816.59","26,816.59","28,20,80,000"
"Oct 10, 2019","26,317.35","26,603.31","26,314.51","26,496.67","26,496.67","21,76,80,000"
"Oct 09, 2019","26,308.23","26,424.31","26,249.75","26,346.01","26,346.01","19,00,60,000"
"Oct 08, 2019","26,276.59","26,421.81","26,139.80","26,164.04","26,164.04","24,45,90,000"
"Oct 07, 2019","26,502.33","26,655.84","26,424.54","26,478.02","26,478.02","19,52,00,000"
"Oct 04, 2019","26,271.70","26,590.74","26,271.70","26,573.72","26,573.72","22,13,10,000"
"Oct 03, 2019","26,039.02","26,205.20","25,743.46","26,201.04","26,201.04","24,16,10,000"
"Oct 02, 2019","26,425.86","26,438.04","25,974.12","26,078.62","26,078.62","30,96,40,000"
"Oct 01, 2019","26,962.54","27,046.21","26,562.22","26,573.04","26,573.04","26,01,10,000"
"Sep 30, 2019","26,852.33","26,998.86","26,852.33","26,916.83","26,916.83","22,26,80,000"
"Sep 27, 2019","26,987.26","27,012.54","26,715.82","26,820.25","26,820.25","21,77,80,000"
"Sep 26, 2019","27,004.11","27,015.07","26,803.84","26,891.12","26,891.12","22,91,80,000"
"Sep 25, 2019","26,866.71","27,016.56","26,755.86","26,970.71","26,970.71","23,72,20,000"
"Sep 24, 2019","27,034.07","27,079.68","26,704.96","26,807.77","26,807.77","30,17,50,000"
"Sep 23, 2019","26,851.45","27,011.07","26,831.34","26,949.99","26,949.99","20,42,40,000"
"Sep 20, 2019","27,102.18","27,194.75","26,926.68","26,935.07","26,935.07","49,76,40,000"
"Sep 19, 2019","27,186.05","27,272.17","27,064.21","27,094.79","27,094.79","21,23,60,000"
"Sep 18, 2019","27,075.39","27,161.93","26,899.15","27,147.08","27,147.08","21,28,60,000"
"Sep 17, 2019","27,010.12","27,110.80","26,984.14","27,110.80","27,110.80","22,35,80,000"
"Sep 16, 2019","27,146.06","27,172.87","27,032.56","27,076.82","27,076.82","22,06,20,000"
"Sep 13, 2019","27,216.67","27,277.55","27,193.95","27,219.52","27,219.52","25,52,60,000"
"Sep 12, 2019","27,197.32","27,306.73","27,105.01","27,182.45","27,182.45","25,00,10,000"
"Sep 11, 2019","26,928.05","27,137.04","26,885.48","27,137.04","27,137.04","27,25,90,000"
"Sep 10, 2019","26,805.83","26,909.43","26,717.05","26,909.43","26,909.43","32,23,40,000"
"Sep 09, 2019","26,866.23","26,900.83","26,762.18","26,835.51","26,835.51","27,31,20,000"
"Sep 06, 2019","26,790.25","26,860.87","26,708.39","26,797.46","26,797.46","20,97,00,000"
"Sep 05, 2019","26,603.15","26,836.30","26,603.15","26,728.15","26,728.15","25,66,70,000"
"Sep 04, 2019","26,301.99","26,362.35","26,244.44","26,355.47","26,355.47","20,27,10,000"
"Sep 03, 2019","26,198.26","26,198.26","25,978.22","26,118.02","26,118.02","22,32,10,000"
"Aug 30, 2019","26,476.39","26,514.62","26,295.59","26,403.28","26,403.28","21,61,60,000"
"Aug 29, 2019","26,249.09","26,408.84","26,185.71","26,362.25","26,362.25","20,86,50,000"
"Aug 28, 2019","25,712.99","26,041.57","25,637.43","26,036.10","26,036.10","20,70,70,000"
"Aug 27, 2019","26,014.46","26,054.02","25,721.85","25,777.90","25,777.90","26,35,30,000"
"Aug 26, 2019","25,826.05","25,941.25","25,716.39","25,898.83","25,898.83","22,27,80,000"
"Aug 23, 2019","26,134.21","26,320.29","25,507.18","25,628.90","25,628.90","36,42,60,000"
"Aug 22, 2019","26,271.64","26,388.78","26,099.01","26,252.24","26,252.24","22,28,10,000"
"Aug 21, 2019","26,145.36","26,268.32","26,141.77","26,202.73","26,202.73","20,87,90,000"
"Aug 20, 2019","26,086.86","26,160.12","25,952.00","25,962.44","25,962.44","23,81,00,000"
"Aug 19, 2019","26,020.06","26,222.32","26,020.06","26,135.79","26,135.79","25,26,40,000"
"Aug 16, 2019","25,678.17","25,929.65","25,678.17","25,886.01","25,886.01","27,62,10,000"
"Aug 15, 2019","25,514.25","25,639.69","25,339.60","25,579.39","25,579.39","33,26,00,000"
"Aug 14, 2019","26,035.08","26,035.08","25,471.59","25,479.42","25,479.42","35,22,50,000"
"Aug 13, 2019","25,888.88","26,426.97","25,833.25","26,279.91","26,279.91","30,89,00,000"
"Aug 12, 2019","26,169.91","26,178.95","25,824.94","25,896.44","25,896.44","19,93,90,000"
"Aug 09, 2019","26,337.09","26,413.36","26,097.64","26,287.44","26,287.44","24,02,60,000"
"Aug 08, 2019","26,086.52","26,383.61","26,038.10","26,378.19","26,378.19","28,25,30,000"
"Aug 07, 2019","25,814.22","26,073.21","25,440.39","26,007.07","26,007.07","34,47,90,000"
"Aug 06, 2019","25,810.62","26,038.68","25,710.87","26,029.52","26,029.52","31,81,60,000"
"Aug 05, 2019","26,259.23","26,259.23","25,523.38","25,717.74","25,717.74","42,22,40,000"
"Aug 02, 2019","26,528.66","26,570.02","26,249.22","26,485.01","26,485.01","32,76,40,000"
"Aug 01, 2019","26,879.86","27,175.59","26,548.71","26,583.42","26,583.42","38,63,20,000"
"Jul 31, 2019","27,244.67","27,281.65","26,719.60","26,864.27","26,864.27","38,51,50,000"
"Jul 30, 2019","27,145.39","27,224.36","27,069.86","27,198.02","27,198.02","29,32,50,000"
"Jul 29, 2019","27,192.24","27,275.85","27,178.06","27,221.35","27,221.35","25,08,50,000"
"Jul 26, 2019","27,166.00","27,213.70","27,123.25","27,192.45","27,192.45","23,36,50,000"
"Jul 25, 2019","27,247.39","27,298.43","27,062.48","27,140.98","27,140.98","24,14,20,000"
"Jul 24, 2019","27,262.24","27,291.04","27,191.12","27,269.97","27,269.97","24,43,20,000"
"Jul 23, 2019","27,231.86","27,368.81","27,204.58","27,349.19","27,349.19","24,88,50,000"
"Jul 22, 2019","27,174.18","27,227.77","27,088.90","27,171.90","27,171.90","21,63,10,000"
"Jul 19, 2019","27,246.38","27,342.96","27,145.78","27,154.20","27,154.20","28,76,90,000"
"Jul 18, 2019","27,191.98","27,266.81","27,068.79","27,222.97","27,222.97","21,60,70,000"
"Jul 17, 2019","27,320.91","27,343.06","27,218.38","27,219.85","27,219.85","19,39,30,000"
"Jul 16, 2019","27,349.32","27,398.68","27,290.24","27,335.63","27,335.63","22,60,00,000"
"Jul 15, 2019","27,364.69","27,364.69","27,294.17","27,359.16","27,359.16","19,97,30,000"
"Jul 12, 2019","27,139.49","27,333.79","27,135.45","27,332.03","27,332.03","24,83,90,000"
"Jul 11, 2019","26,950.16","27,088.45","26,916.32","27,088.08","27,088.08","25,23,00,000"
"Jul 10, 2019","26,851.96","26,983.45","26,813.11","26,860.20","26,860.20","20,79,90,000"
"Jul 09, 2019","26,725.12","26,807.70","26,665.57","26,783.49","26,783.49","21,83,30,000"
"Jul 08, 2019","26,835.64","26,839.14","26,744.87","26,806.14","26,806.14","21,42,90,000"
"Jul 05, 2019","26,867.75","26,950.81","26,733.33","26,922.12","26,922.12","19,21,70,000"
"Jul 03, 2019","26,832.32","26,966.00","26,831.44","26,966.00","26,966.00","14,98,40,000"
"Jul 02, 2019","26,719.53","26,787.56","26,632.65","26,786.68","26,786.68","21,92,70,000"
"Jul 01, 2019","26,805.86","26,890.64","26,616.21","26,717.43","26,717.43","26,76,70,000"
"Jun 28, 2019","26,605.93","26,638.35","26,522.27","26,599.96","26,599.96","49,93,50,000"
"Jun 27, 2019","26,523.72","26,607.24","26,465.32","26,526.58","26,526.58","24,69,30,000"
"Jun 26, 2019","26,599.42","26,660.04","26,536.33","26,536.82","26,536.82","27,43,40,000"
"Jun 25, 2019","26,731.61","26,752.31","26,527.66","26,548.22","26,548.22","28,21,60,000"
"Jun 24, 2019","26,727.61","26,806.52","26,723.37","26,727.54","26,727.54","23,23,90,000"
"Jun 21, 2019","26,749.12","26,907.37","26,705.87","26,719.13","26,719.13","48,55,60,000"
"Jun 20, 2019","26,665.38","26,798.63","26,539.69","26,753.17","26,753.17","27,81,70,000"
"Jun 19, 2019","26,490.16","26,569.75","26,415.05","26,504.00","26,504.00","24,09,50,000"
"Jun 18, 2019","26,228.90","26,527.19","26,227.80","26,465.54","26,465.54","27,34,90,000"
"Jun 17, 2019","26,108.53","26,165.78","26,049.80","26,112.53","26,112.53","19,95,00,000"
"Jun 14, 2019","26,076.36","26,162.28","25,988.09","26,089.61","26,089.61","20,80,20,000"
"Jun 13, 2019","26,036.94","26,146.91","25,995.71","26,106.77","26,106.77","21,34,00,000"
"Jun 12, 2019","26,040.30","26,082.10","25,958.66","26,004.83","26,004.83","22,36,90,000"
"Jun 11, 2019","26,180.59","26,248.67","25,998.87","26,048.51","26,048.51","25,34,90,000"
"Jun 10, 2019","26,090.22","26,210.61","26,054.31","26,062.68","26,062.68","24,92,80,000"
"Jun 07, 2019","25,768.72","26,072.75","25,768.72","25,983.94","25,983.94","26,30,10,000"
"Jun 06, 2019","25,567.45","25,800.30","25,518.05","25,720.66","25,720.66","24,80,70,000"
"Jun 05, 2019","25,451.00","25,544.66","25,373.58","25,539.57","25,539.57","26,26,60,000"
"Jun 04, 2019","24,962.82","25,343.77","24,962.82","25,332.18","25,332.18","28,16,90,000"
"Jun 03, 2019","24,830.16","24,935.21","24,680.57","24,819.78","24,819.78","32,82,40,000"
"May 31, 2019","25,046.31","25,046.31","24,809.51","24,815.04","24,815.04","29,22,30,000"
"May 30, 2019","25,139.94","25,218.54","25,066.75","25,169.88","25,169.88","21,52,40,000"
"May 29, 2019","25,231.46","25,231.46","24,938.24","25,126.41","25,126.41","29,89,30,000"
"May 28, 2019","25,616.55","25,717.63","25,342.28","25,347.77","25,347.77","35,89,80,000"
"May 24, 2019","25,551.07","25,670.81","25,496.20","25,585.69","25,585.69","20,13,70,000"
"May 23, 2019","25,657.99","25,657.99","25,328.09","25,490.47","25,490.47","31,69,40,000"
"May 22, 2019","25,818.46","25,878.21","25,755.11","25,776.61","25,776.61","24,17,60,000"
"May 21, 2019","25,782.34","25,898.27","25,779.61","25,877.33","25,877.33","26,08,70,000"
"May 20, 2019","25,655.31","25,751.71","25,560.55","25,679.90","25,679.90","27,95,60,000"
"May 17, 2019","25,719.95","25,948.74","25,657.78","25,764.00","25,764.00","28,37,60,000"
"May 16, 2019","25,692.14","25,957.63","25,692.14","25,862.68","25,862.68","32,09,60,000"
"May 15, 2019","25,400.13","25,724.89","25,341.94","25,648.02","25,648.02","27,07,20,000"
"May 14, 2019","25,384.03","25,688.96","25,384.03","25,532.05","25,532.05","29,15,70,000"
"May 13, 2019","25,568.06","25,568.06","25,222.51","25,324.99","25,324.99","36,12,40,000"
"May 10, 2019","25,763.72","26,019.32","25,469.86","25,942.37","25,942.37","29,45,80,000"
"May 09, 2019","25,878.85","25,884.89","25,517.39","25,828.36","25,828.36","33,47,60,000"
"May 08, 2019","25,933.79","26,118.10","25,889.41","25,967.33","25,967.33","27,64,20,000"
"May 07, 2019","26,276.90","26,276.90","25,789.71","25,965.09","25,965.09","33,49,60,000"
"May 06, 2019","26,160.62","26,476.27","26,033.95","26,438.48","26,438.48","28,30,20,000"
"May 03, 2019","26,379.14","26,534.96","26,370.09","26,504.95","26,504.95","24,89,00,000"
"May 02, 2019","26,407.15","26,454.69","26,180.36","26,307.79","26,307.79","28,76,10,000"
"May 01, 2019","26,639.06","26,689.39","26,426.38","26,430.14","26,430.14","30,38,50,000"
"Apr 30, 2019","26,594.56","26,614.04","26,419.47","26,592.91","26,592.91","34,03,20,000"
"Apr 29, 2019","26,559.87","26,602.54","26,520.75","26,554.39","26,554.39","27,94,50,000"
"Apr 26, 2019","26,454.62","26,543.56","26,392.55","26,543.33","26,543.33","31,72,90,000"
"Apr 25, 2019","26,426.37","26,536.48","26,310.28","26,462.08","26,462.08","29,67,30,000"
"Apr 24, 2019","26,652.56","26,680.58","26,582.86","26,597.05","26,597.05","28,33,70,000"
"Apr 23, 2019","26,513.83","26,695.96","26,503.56","26,656.39","26,656.39","31,16,90,000"
"Apr 22, 2019","26,510.77","26,553.05","26,458.61","26,511.05","26,511.05","23,25,70,000"
"Apr 18, 2019","26,463.37","26,602.42","26,444.53","26,559.54","26,559.54","33,28,50,000"
"Apr 17, 2019","26,468.53","26,501.02","26,391.86","26,449.54","26,449.54","36,77,80,000"
"Apr 16, 2019","26,482.19","26,530.71","26,397.19","26,452.66","26,452.66","30,23,40,000"
"Apr 15, 2019","26,407.76","26,424.85","26,316.42","26,384.77","26,384.77","25,06,20,000"
